sample_id,human_label,human_confidence,human_notes,annotator_a_label,annotator_b_label,source_file,source_line,summary
DV001,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:43:33.810742/failure_records.jsonl,608,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 16, 'north': 27, 'west': 29, 'noop': 25, 'east': 3, 'south': 2} | Load action counts by agent: [12, 4] | Mean absolute state change: 0.030000 | State variation: 1.758950"
DV268,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 13:35:01.919796/failure_records.jsonl,1012,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 9, 'load': 37, 'east': 12, 'west': 14, 'south': 28, 'north': 2} | Load action counts by agent: [17, 20] | Mean absolute state change: 0.060000 | State variation: 1.707850"
DV269,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:42:46.689266/failure_records.jsonl,928,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 45, 'load': 70, 'west': 8, 'north': 5, 'south': 24, 'noop': 1} | Load action counts by agent: [21, 22, 27] | Mean absolute state change: 0.053333 | State variation: 2.639775"
DV270,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:26:02.103499/failure_records.jsonl,624,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 23, 'south': 2, 'load': 66, 'west': 11} | Load action counts by agent: [33, 33] | Mean absolute state change: 0.053333 | State variation: 1.747198"
DV271,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:45:17.277654/failure_records.jsonl,1308,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 3, 'load': 87, 'east': 62, 'noop': 1} | Load action counts by agent: [27, 26, 34] | Mean absolute state change: 0.025556 | State variation: 2.790358"
DV272,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:35:50.119223/failure_records.jsonl,824,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 22, 'north': 5, 'south': 42, 'noop': 9, 'load': 21, 'west': 3} | Load action counts by agent: [10, 11] | Mean absolute state change: 0.046667 | State variation: 2.024843"
DV273,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:35:20.815998/failure_records.jsonl,479,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 93, 'south': 43, 'west': 10, 'east': 7} | Load action counts by agent: [32, 28, 33] | Mean absolute state change: 0.031111 | State variation: 2.915914"
DV274,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:35:20.815998/failure_records.jsonl,1062,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 10, 'east': 72, 'west': 6, 'north': 31, 'load': 34} | Load action counts by agent: [13, 9, 12] | Mean absolute state change: 0.055556 | State variation: 2.818879"
DV275,insufficient_cooperation,3,Adjudicated to annotator A on semantic ambiguity.,insufficient_cooperation,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:20:05.415445/failure_records.jsonl,12,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 42, 'east': 20, 'north': 17, 'west': 40, 'load': 15, 'south': 19} | Load action counts by agent: [9, 4, 2] | Mean absolute state change: 0.081111 | State variation: 2.496441"
DV276,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:51:31.574638/failure_records.jsonl,1594,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 3, 'south': 14, 'north': 16, 'east': 20, 'load': 89, 'west': 11} | Load action counts by agent: [29, 23, 37] | Mean absolute state change: 0.056667 | State variation: 2.247748"
DV277,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:16:43.925328/failure_records.jsonl,830,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 35, 'north': 9, 'load': 66, 'south': 21, 'east': 20, 'noop': 2} | Load action counts by agent: [16, 25, 25] | Mean absolute state change: 0.075556 | State variation: 2.515491"
DV278,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:20:05.415445/failure_records.jsonl,1018,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 15, 'west': 26, 'load': 81, 'south': 29, 'noop': 2} | Load action counts by agent: [31, 24, 26] | Mean absolute state change: 0.053333 | State variation: 2.624124"
DV279,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:43:33.810742/failure_records.jsonl,411,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 50, 'north': 24, 'load': 11, 'noop': 12, 'south': 5} | Load action counts by agent: [8, 3] | Mean absolute state change: 0.033333 | State variation: 1.813083"
DV280,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:45:17.277654/failure_records.jsonl,311,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 69, 'west': 3, 'east': 28, 'load': 34, 'north': 10, 'noop': 9} | Load action counts by agent: [11, 8, 15] | Mean absolute state change: 0.067778 | State variation: 2.821019"
DV281,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-06-30 14:20:05.415445/failure_records.jsonl,680,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 8, 'north': 1, 'load': 83, 'south': 57, 'noop': 3, 'east': 1} | Load action counts by agent: [24, 32, 27] | Mean absolute state change: 0.023333 | State variation: 2.936759"
DV282,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 14:07:24.631834/failure_records.jsonl,1928,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 7, 'load': 87, 'west': 3, 'east': 3, 'south': 1, 'noop': 1} | Load action counts by agent: [44, 43] | Mean absolute state change: 0.021667 | State variation: 1.436887"
DV283,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:36:16.483022/failure_records.jsonl,1450,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 10, 'north': 31, 'noop': 4, 'load': 74, 'west': 8, 'south': 26} | Load action counts by agent: [20, 29, 25] | Mean absolute state change: 0.065556 | State variation: 1.908809"
DV284,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 14:07:24.631834/failure_records.jsonl,1556,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 10, 'load': 63, 'south': 6, 'east': 11, 'west': 11, 'noop': 1} | Load action counts by agent: [29, 34] | Mean absolute state change: 0.063333 | State variation: 1.462449"
DV285,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:10:40.975439/failure_records.jsonl,1059,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 32, 'south': 4, 'load': 112, 'east': 2, 'west': 2, 'noop': 1} | Load action counts by agent: [39, 35, 38] | Mean absolute state change: 0.030000 | State variation: 3.060767"
DV286,target_miscoordination,2,Annotators agreed.,target_miscoordination,target_miscoordination,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 13:49:48.797912/failure_records.jsonl,1718,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 69, 'north': 3, 'load': 20, 'south': 4, 'noop': 5, 'west': 1} | Load action counts by agent: [5, 15] | Mean absolute state change: 0.018333 | State variation: 2.032014"
DV287,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed3_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:36:16.483022/failure_records.jsonl,197,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 123, 'south': 23, 'noop': 1, 'west': 5, 'east': 1} | Load action counts by agent: [43, 40, 40] | Mean absolute state change: 0.025556 | State variation: 2.596016"
DV288,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:16:43.925328/failure_records.jsonl,777,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 57, 'north': 6, 'south': 61, 'west': 18, 'east': 10, 'noop': 1} | Load action counts by agent: [19, 18, 20] | Mean absolute state change: 0.046667 | State variation: 2.835719"
DV289,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:10:40.975439/failure_records.jsonl,1463,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 91, 'north': 13, 'east': 38, 'south': 10, 'west': 1} | Load action counts by agent: [28, 29, 34] | Mean absolute state change: 0.034444 | State variation: 2.721153"
DV290,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 08:16:43.925328/failure_records.jsonl,1822,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 90, 'west': 21, 'south': 17, 'north': 9, 'east': 15, 'noop': 1} | Load action counts by agent: [32, 31, 27] | Mean absolute state change: 0.054444 | State variation: 2.050043"
DV291,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed1_lbforaging:Foraging-10x10-3p-3f-v3_2026-07-01 07:51:31.574638/failure_records.jsonl,1396,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 116, 'west': 5, 'east': 17, 'noop': 3, 'south': 7, 'north': 5} | Load action counts by agent: [39, 36, 41] | Mean absolute state change: 0.031111 | State variation: 1.966659"
DV292,low_value_overcommitment,2,Annotators agreed.,low_value_overcommitment,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 13:49:48.797912/failure_records.jsonl,1006,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 5, 'east': 13, 'south': 29, 'load': 54, 'north': 1} | Load action counts by agent: [26, 28] | Mean absolute state change: 0.036667 | State variation: 2.200210"
DV293,inefficient_exploration,3,Adjudicated to annotator A on semantic ambiguity.,inefficient_exploration,low_value_overcommitment,epymarl/results/llm_fd/mappo_llm_fd_seed2_lbforaging:Foraging-8x8-2p-2f-coop-v3_2026-06-30 12:33:22.883493/failure_records.jsonl,613,"Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 44, 'east': 25, 'load': 20, 'north': 1, 'noop': 12} | Load action counts by agent: [9, 11] | Mean absolute state change: 0.030000 | State variation: 2.072335"
